product_id,name,display_name,category,subcategory,brand,price,image_url,has_image,view,cart,purchase,purchase_signal,views,cart_adds,total_orders,carts,purchases,unique_viewers,unique_cart_users,event_unique_buyers,order_unique_buyers,unique_buyers_raw,unique_cart_users_bounded,unique_buyers,sales_without_view_signal_flag,revenue,ordered_quantity,purchase_orders,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate,cart_abandon_rate,cart_rate,purchase_conversion_rate,cart_abandonment_rate,product_class,z_score,z_composite_score,priority_rank,rank_within_class_best,action_priority,conversion_rate,category_avg_conversion,category_median_conversion,category_avg_views,relative_conversion_vs_category,insufficient_views_flag,insufficient_purchases_flag,insufficient_cart_data_flag,confidence_level,insufficient_data_flag,low_visibility_flag,high_abandonment_flag,low_conversion_flag,low_engagement_flag,diagnostic_status_label,diagnostic_status_sub_label,diagnostic_reason_short,diagnostic_reason,rating,review_count,product_age_days,description_length,description_length_words,description_length_chars,number_of_images,total_sales_value,unique_order_count,avg_review_rating,total_views,total_cart_adds,total_event_purchases,analysis_start_date,analysis_end_date
64,عطر رجالي عودي - اصدار خاص,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,unknown_subcategory,لوريال,578.73,,False,43,11,0,40,43,11,0,11,40,40,11.0,0.0,38,38.0,11.0,38.0,False,25464.120000000003,44,40,0.2558139534883721,0.0,0.0,1.0,0.2558139534883721,1.0,1.0,Moderate,0.16954894562769132,0.16954894562769132,33.0,33.0,33.0,0.0,6.768778422340422,2.8,19.580645161290324,0.14773714511018557,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.5,0,1176.0,68,13,68,2,25464.120000000003,40,3.5,43,11,0,2024-01-01,2024-12-30
131,اوزان حديد طقم 20 كيلو - اصدار خاص,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,unknown_subcategory,ديكاتلون,457.64,,False,41,10,0,35,41,10,0,10,35,38,10.0,0.0,35,35.0,10.0,35.0,False,16932.68,37,35,0.24390243902439024,0.0,0.0,1.0,0.24390243902439024,0.9210526315789473,1.0,Moderate,0.10631902281849352,0.10631902281849352,34.0,34.0,34.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.10823549716959034,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.7,0,1215.0,85,16,85,1,16932.68,35,2.7,41,10,0,2024-01-01,2024-12-30
119,ماكينه قهوه اسبريسو - اصدار خاص,ماكينه قهوه اسبريسو - اصدار خاص,المنزل والمطبخ,unknown_subcategory,تيفال,1350.85,,False,41,10,0,27,41,10,0,10,27,35,9.0,0.0,27,27.0,9.0,27.0,False,43227.2,32,27,0.24390243902439024,0.0,0.0,1.0,0.24390243902439024,0.7714285714285715,1.0,Moderate,0.09982817004891381,0.09982817004891381,35.0,35.0,35.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.1756726404102617,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.7,0,1142.0,75,12,75,3,43227.2,27,3.7,41,10,0,2024-01-01,2024-12-30
91,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,توشيبا,978.27,,False,43,9,0,27,43,9,0,9,27,41,9.0,0.0,27,27.0,9.0,27.0,False,27391.559999999998,28,27,0.20930232558139536,0.0,0.0,1.0,0.20930232558139536,0.6585365853658537,1.0,Moderate,0.07998466234150192,0.07998466234150192,36.0,36.0,36.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.14996444913071122,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.4,0,1226.0,80,17,80,1,27391.559999999998,27,4.4,43,9,0,2024-01-01,2024-12-30
77,دوره برمجه اكاديميه USB - اصدار خاص,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,unknown_subcategory,الوراق,193.57,,False,40,9,0,27,40,9,0,9,27,39,9.0,0.0,27,27.0,9.0,27.0,False,5807.099999999999,30,27,0.225,0.0,0.0,1.0,0.225,0.6923076923076923,1.0,Moderate,0.04356211379238899,0.04356211379238899,37.0,37.0,37.0,0.0,3.3634956997365264,2.0833333333333335,23.17142857142857,0.20582981341760687,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.4,0,1165.0,83,15,83,6,5807.099999999999,27,3.4,40,9,0,2024-01-01,2024-12-30
158,فستان سهره انيق - اصدار خاص,فستان سهره انيق - اصدار خاص,الازياء والملابس,unknown_subcategory,بوما,655.51,,False,45,7,0,29,45,7,0,7,29,43,7.0,0.0,27,27.0,7.0,27.0,False,20976.32,32,29,0.15555555555555556,0.0,0.0,1.0,0.15555555555555556,0.6744186046511628,1.0,Moderate,0.039150108904531765,0.039150108904531765,38.0,38.0,38.0,0.0,2.2844532741681975,2.3080357142857144,18.59375,0.295221010767545,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.2,0,1173.0,78,14,78,2,20976.32,29,4.2,45,7,0,2024-01-01,2024-12-30
108,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,5179.59,,False,19,11,0,34,19,11,0,11,19,19,11.0,0.0,32,32.0,11.0,19.0,False,191644.83000000002,37,34,0.5789473684210527,0.0,0.0,1.0,0.5789473684210527,1.7894736842105263,1.0,Moderate,0.011149563605527353,0.011149563605527353,39.0,39.0,39.0,0.0,7.961233440029987,1.9,20.12121212121212,0.2247734220696066,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.3,0,1212.0,85,15,85,2,191644.83000000002,34,3.3,19,11,0,2024-01-01,2024-12-30
199,زيت ارغان طبيعي - اصدار خاص,زيت ارغان طبيعي - اصدار خاص,الجمال والعنايه,unknown_subcategory,بيوتانيا,107.47,,False,22,11,0,27,22,11,0,11,22,21,11.0,0.0,25,25.0,11.0,21.0,False,3331.57,31,27,0.5,0.0,0.0,1.0,0.5,1.2857142857142858,1.0,Moderate,-0.056622203766449775,-0.056622203766449775,40.0,40.0,40.0,0.0,6.768778422340422,2.8,19.580645161290324,0.18994775799881006,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,2.6,0,1246.0,78,14,78,1,3331.57,27,2.6,22,11,0,2024-01-01,2024-12-30
191,غساله اوتوماتيك 8 كيلو - اصدار خاص,غساله اوتوماتيك 8 كيلو - اصدار خاص,المنزل والمطبخ,unknown_subcategory,هايسنس,2178.66,,False,24,10,0,23,24,10,0,10,23,23,10.0,0.0,21,21.0,10.0,21.0,False,54466.5,25,23,0.4166666666666667,0.0,0.0,1.0,0.4166666666666667,1.0,1.0,Moderate,-0.05996727875305205,-0.05996727875305205,41.0,41.0,41.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.22772379312441332,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.8,0,1201.0,78,13,78,2,54466.5,23,2.8,24,10,0,2024-01-01,2024-12-30
23,ثلاجه نوفروست 350 لتر,ثلاجه نوفروست 350 لتر,المنزل والمطبخ,unknown_subcategory,اريتي,3803.84,,False,27,8,0,23,27,8,0,8,23,26,8.0,0.0,23,23.0,8.0,23.0,False,102703.68000000001,27,23,0.2962962962962963,0.0,0.0,1.0,0.2962962962962963,0.8846153846153846,1.0,Moderate,-0.07542610009042389,-0.07542610009042389,42.0,42.0,42.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.20144797084082716,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.7,0,1223.0,76,13,76,8,102703.68000000001,23,3.7,27,8,0,2024-01-01,2024-12-30
188,جهاز مشي كهربايي - اصدار خاص,جهاز مشي كهربايي - اصدار خاص,الرياضه واللياقه,unknown_subcategory,هيد,2599.64,,False,24,8,0,31,24,8,0,8,24,24,8.0,0.0,31,31.0,8.0,24.0,False,83188.48,32,31,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,1.2916666666666667,1.0,Moderate,-0.09023522365365702,-0.09023522365365702,43.0,43.0,43.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.15178739960211599,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.9,0,1108.0,82,15,82,3,83188.48,31,4.9,24,8,0,2024-01-01,2024-12-30
40,مزيل عرق رول اون,مزيل عرق رول اون,الجمال والعنايه,unknown_subcategory,نيفيا,36.51,,False,23,10,0,18,23,10,0,10,18,22,9.0,0.0,18,18.0,9.0,18.0,False,693.6899999999999,19,18,0.43478260869565216,0.0,0.0,1.0,0.43478260869565216,0.8181818181818182,1.0,Moderate,-0.10295200537486564,-0.10295200537486564,44.0,44.0,44.0,0.0,6.768778422340422,2.8,19.580645161290324,0.12087584599924275,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.5,0,1104.0,58,11,58,5,693.6899999999999,18,4.5,23,10,0,2024-01-01,2024-12-30
73,فستان سهره انيق - اصدار خاص,فستان سهره انيق - اصدار خاص,الازياء والملابس,unknown_subcategory,نايكي,249.37,,False,20,9,0,37,20,9,0,9,20,20,9.0,0.0,35,35.0,9.0,20.0,False,10224.17,41,37,0.45,0.0,0.0,1.0,0.45,1.85,1.0,Moderate,-0.10624881228325679,-0.10624881228325679,45.0,45.0,45.0,0.0,2.2844532741681975,2.3080357142857144,18.59375,0.809821772639938,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.4,0,1217.0,76,13,76,6,10224.17,37,3.4,20,9,0,2024-01-01,2024-12-30
24,مكنسه كهرباييه لاسلكيه,مكنسه كهرباييه لاسلكيه,المنزل والمطبخ,unknown_subcategory,هايسنس,362.63,,False,26,8,0,28,26,8,0,8,26,26,8.0,0.0,27,27.0,8.0,26.0,False,10516.27,29,28,0.3076923076923077,0.0,0.0,1.0,0.3076923076923077,1.0769230769230769,1.0,Moderate,-0.1092986369105508,-0.1092986369105508,46.0,46.0,46.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.24524100798013743,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.5,0,1106.0,77,12,77,2,10516.27,28,4.5,26,8,0,2024-01-01,2024-12-30
135,طقم اواني طهي غرانيت - اصدار خاص,طقم اواني طهي غرانيت - اصدار خاص,المنزل والمطبخ,unknown_subcategory,تيفال,248.61,,False,33,5,0,36,33,5,0,5,33,30,5.0,0.0,34,34.0,5.0,30.0,False,9944.400000000001,40,36,0.15151515151515152,0.0,0.0,1.0,0.15151515151515152,1.2,1.0,Moderate,-0.11837149008530731,-0.11837149008530731,47.0,47.0,47.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.273268551749296,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.8,0,1105.0,87,16,87,4,9944.400000000001,36,2.8,33,5,0,2024-01-01,2024-12-30
167,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,هيد,104.4,,False,28,6,0,39,28,6,0,6,28,27,6.0,0.0,38,38.0,6.0,27.0,False,4280.400000000001,41,39,0.21428571428571427,0.0,0.0,1.0,0.21428571428571427,1.4444444444444444,1.0,Moderate,-0.1278437658815981,-0.1278437658815981,48.0,48.0,48.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.1697407479421512,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.8,0,1247.0,82,15,82,1,4280.400000000001,39,3.8,28,6,0,2024-01-01,2024-12-30
186,كتاب الطبخ العربي التقليدي - اصدار خاص,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار العلوم,109.52,,False,27,7,0,28,27,7,0,7,27,27,7.0,0.0,27,27.0,7.0,27.0,False,3066.56,28,28,0.25925925925925924,0.0,0.0,1.0,0.25925925925925924,1.037037037037037,1.0,Moderate,-0.13402313087135104,-0.13402313087135104,49.0,49.0,49.0,0.0,3.3634956997365264,2.0833333333333335,23.17142857142857,0.3083212019918062,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.8,0,1186.0,78,13,78,4,3066.56,28,2.8,27,7,0,2024-01-01,2024-12-30
169,فستان سهره انيق - اصدار خاص,فستان سهره انيق - اصدار خاص,الازياء والملابس,unknown_subcategory,H&M,452.68,,False,23,8,0,27,23,8,0,8,23,23,8.0,0.0,27,27.0,8.0,23.0,False,13127.720000000001,29,27,0.34782608695652173,0.0,0.0,1.0,0.34782608695652173,1.173913043478261,1.0,Moderate,-0.136806111196798,-0.136806111196798,50.0,50.0,50.0,0.0,2.2844532741681975,2.3080357142857144,18.59375,0.5138704550241675,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.1,0,1201.0,78,14,78,5,13127.720000000001,27,3.1,23,8,0,2024-01-01,2024-12-30
195,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,بوش,411.6,,False,19,8,0,34,19,8,0,8,19,17,7.0,0.0,34,34.0,7.0,17.0,False,14406.0,35,34,0.42105263157894735,0.0,0.0,1.0,0.42105263157894735,2.0,1.0,Moderate,-0.14742672457498857,-0.14742672457498857,51.0,51.0,51.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.45544758624882664,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.1,0,1150.0,80,17,80,6,14406.0,34,3.1,19,8,0,2024-01-01,2024-12-30
146,اوزان حديد طقم 20 كيلو - اصدار خاص,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,unknown_subcategory,اندر ارمور,323.76,,False,24,8,0,20,24,8,0,8,20,23,8.0,0.0,19,19.0,8.0,19.0,False,6798.96,21,20,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,0.8695652173913043,1.0,Moderate,-0.14766456672186148,-0.14766456672186148,52.0,52.0,52.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.10218506565079337,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.4,0,1081.0,88,17,88,2,6798.96,20,3.4,24,8,0,2024-01-01,2024-12-30
76,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,نيو بالانس,110.25,,False,21,8,0,28,21,8,0,8,21,19,7.0,0.0,28,28.0,7.0,19.0,False,3417.75,31,28,0.38095238095238093,0.0,0.0,1.0,0.38095238095238093,1.4736842105263157,1.0,Moderate,-0.15267463466124134,-0.15267463466124134,53.0,53.0,53.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.17317679547134454,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.1,0,1083.0,82,15,82,3,3417.75,28,4.1,21,8,0,2024-01-01,2024-12-30
114,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,بوما,246.79,,False,22,7,0,35,22,7,0,7,22,22,7.0,0.0,34,34.0,7.0,22.0,False,9624.81,39,35,0.3181818181818182,0.0,0.0,1.0,0.3181818181818182,1.5909090909090908,1.0,Moderate,-0.1566771226897986,-0.1566771226897986,54.0,54.0,54.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.18695222238383785,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.3,0,1091.0,82,15,82,2,9624.81,35,4.3,22,7,0,2024-01-01,2024-12-30
117,حصيره يوغا مضاده للانزلاق - اصدار خاص,حصيره يوغا مضاده للانزلاق - اصدار خاص,الرياضه واللياقه,unknown_subcategory,هيد,159.84,,False,24,7,0,29,24,7,0,7,24,24,7.0,0.0,28,28.0,7.0,24.0,False,5114.88,32,29,0.2916666666666667,0.0,0.0,1.0,0.2916666666666667,1.2083333333333333,1.0,Moderate,-0.1568831438802955,-0.1568831438802955,55.0,55.0,55.0,0.0,8.50970943604373,2.1176470588235294,17.666666666666668,0.14199466414391493,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.3,0,1073.0,93,15,93,4,5114.88,29,3.3,24,7,0,2024-01-01,2024-12-30
92,موسوعه التاريخ الاسلامي - اصدار خاص,موسوعه التاريخ الاسلامي - اصدار خاص,الكتب والتعليم,unknown_subcategory,اكاديميا,182.48,,False,21,7,0,32,21,7,0,7,21,21,7.0,0.0,32,32.0,7.0,21.0,False,6204.32,34,32,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,1.5238095238095237,1.0,Moderate,-0.17405578065236066,-0.17405578065236066,56.0,56.0,56.0,0.0,3.3634956997365264,2.0833333333333335,23.17142857142857,0.4530433988451029,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.8,0,1126.0,75,12,75,5,6204.32,32,3.8,21,7,0,2024-01-01,2024-12-30
156,قميص قطني كلاسيكي - اصدار خاص,قميص قطني كلاسيكي - اصدار خاص,الازياء والملابس,unknown_subcategory,ليفايز,131.66,,False,19,8,0,27,19,8,0,8,19,19,8.0,0.0,27,27.0,8.0,19.0,False,3686.48,28,27,0.42105263157894735,0.0,0.0,1.0,0.42105263157894735,1.4210526315789473,1.0,Moderate,-0.17420869898634136,-0.17420869898634136,57.0,57.0,57.0,0.0,2.2844532741681975,2.3080357142857144,18.59375,0.6220537087134659,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.0,0,1214.0,79,14,79,1,3686.48,27,4.0,19,8,0,2024-01-01,2024-12-30
137,راوتر واي فاي 6 - اصدار خاص,راوتر واي فاي 6 - اصدار خاص,الالكترونيات,unknown_subcategory,اوبو,593.31,,False,22,7,0,26,22,7,0,7,22,22,7.0,0.0,24,24.0,7.0,22.0,False,17205.989999999998,29,26,0.3181818181818182,0.0,0.0,1.0,0.3181818181818182,1.1818181818181819,1.0,Moderate,-0.17686214680014314,-0.17686214680014314,58.0,58.0,58.0,0.0,7.961233440029987,1.9,20.12121212121212,0.1484466183186974,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.4,0,1239.0,80,15,80,1,17205.989999999998,26,3.4,22,7,0,2024-01-01,2024-12-30
136,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,توشيبا,1233.09,,False,25,6,0,25,25,6,0,6,25,25,6.0,0.0,25,25.0,6.0,25.0,False,33293.43,27,25,0.24,0.0,0.0,1.0,0.24,1.0,1.0,Moderate,-0.1775095188455123,-0.1775095188455123,59.0,59.0,59.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.22772379312441332,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.5,0,1118.0,85,16,85,2,33293.43,25,4.5,25,6,0,2024-01-01,2024-12-30
13,بنطلون جينز سليم فيت,بنطلون جينز سليم فيت,الازياء والملابس,unknown_subcategory,H&M,342.07,,False,20,8,0,17,20,8,0,8,17,20,8.0,0.0,17,17.0,8.0,17.0,False,6499.33,19,17,0.4,0.0,0.0,1.0,0.4,0.85,1.0,Moderate,-0.19139636514272654,-0.19139636514272654,60.0,60.0,60.0,0.0,2.2844532741681975,2.3080357142857144,18.59375,0.3720802739156472,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.2,0,1080.0,71,12,71,7,6499.33,17,3.2,20,8,0,2024-01-01,2024-12-30
75,تابلت 10 انش - اصدار خاص,تابلت 10 انش - اصدار خاص,الالكترونيات,unknown_subcategory,شاومي,670.09,,False,20,6,0,35,20,6,0,6,20,18,6.0,0.0,33,33.0,6.0,18.0,False,24793.33,37,35,0.3,0.0,0.0,1.0,0.3,1.9444444444444444,1.0,Moderate,-0.194066618076434,-0.194066618076434,61.0,61.0,61.0,0.0,7.961233440029987,1.9,20.12121212121212,0.24423909424230128,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.0,0,1190.0,85,15,85,3,24793.33,35,3.0,20,6,0,2024-01-01,2024-12-30
152,شال كشمير ناعم - اصدار خاص,شال كشمير ناعم - اصدار خاص,الازياء والملابس,unknown_subcategory,بوما,92.66,,False,25,6,0,23,25,6,0,6,23,25,6.0,0.0,22,22.0,6.0,22.0,False,2131.18,23,23,0.24,0.0,0.0,1.0,0.24,0.92,1.0,Moderate,-0.19488231738240816,-0.19488231738240816,62.0,62.0,62.0,0.0,2.2844532741681975,2.3080357142857144,18.59375,0.40272217882634753,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.4,0,1176.0,77,14,77,6,2131.18,23,3.4,25,6,0,2024-01-01,2024-12-30
89,كتاب رياده الاعمال والنجاح - اصدار خاص,كتاب رياده الاعمال والنجاح - اصدار خاص,الكتب والتعليم,unknown_subcategory,بنغوين,73.16,,False,21,7,0,24,21,7,0,7,21,21,7.0,0.0,24,24.0,7.0,21.0,False,2048.48,28,24,0.3333333333333333,0.0,0.0,1.0,0.3333333333333333,1.1428571428571428,1.0,Moderate,-0.19663121442596168,-0.19663121442596168,63.0,63.0,63.0,0.0,3.3634956997365264,2.0833333333333335,23.17142857142857,0.3397825491338272,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,2.8,0,1205.0,78,13,78,2,2048.48,24,2.8,21,7,0,2024-01-01,2024-12-30
70,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,فيليبس,1076.29,,False,22,6,0,26,22,6,0,6,22,22,6.0,0.0,24,24.0,6.0,22.0,False,32288.699999999997,30,26,0.2727272727272727,0.0,0.0,1.0,0.2727272727272727,1.1818181818181819,1.0,Moderate,-0.20140443242648223,-0.20140443242648223,64.0,64.0,64.0,0.0,4.391284662352632,1.9285714285714286,21.805555555555557,0.26912811914703394,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,3.1,0,1121.0,74,13,74,2,32288.699999999997,26,3.1,22,6,0,2024-01-01,2024-12-30
