product_id,image_url,product_name,category,brand,price,views,carts,purchases,purchase_conversion_rate,diagnostic_status_label,diagnostic_status_sub_label,product_class,confidence_level,diagnostic_reason_short
165,,حذاء جري احترافي - اصدار خاص,الرياضه واللياقه,اديداس,867.11,12,3,0,2.25,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
81,,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,لينوفو,1613.84,14,2,0,2.0714285714285716,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
93,,شال كشمير ناعم - اصدار خاص,الازياء والملابس,زارا,304.48,10,3,0,3.1,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
82,,مجموعه سكاكين مطبخ - اصدار خاص,المنزل والمطبخ,ديلونجي,482.06,12,2,0,3.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
104,,قناع وجه كولاجين - اصدار خاص,الجمال والعنايه,افينو,146.34,10,3,0,3.1,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
16,,حقيبه يد جلديه,الازياء والملابس,مانجو,680.77,10,3,0,2.9,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
174,,تابلت 10 انش - اصدار خاص,الالكترونيات,سامسونج,886.97,11,3,0,2.4545454545454546,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
170,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,بوش,810.36,12,2,0,3.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
19,,تيشيرت بولو قطن,الازياء والملابس,زارا,195.42,17,1,0,2.1875,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
122,,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,ماك,696.77,12,3,0,2.0833333333333335,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
94,,قاموس عربي انجليزي شامل - اصدار خاص,الكتب والتعليم,بنغوين,192.65,8,3,0,4.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
98,,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,نايكي,449.02,11,3,0,2.3636363636363638,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
61,,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,هايسنس,1462.89,11,3,0,2.090909090909091,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
154,,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,توشيبا,3786.85,6,2,0,4.333333333333333,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
157,,جهاز قياس ضغط الدم - اصدار خاص,الرياضه واللياقه,اندر ارمور,278.2,12,3,0,1.9166666666666667,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
11,,قميص قطني كلاسيكي,الازياء والملابس,بوما,73.96,7,3,0,4.142857142857143,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
68,,تابلت 10 انش - اصدار خاص,الالكترونيات,شاومي,1081.84,16,1,0,1.8125,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
177,,لابتوب الترا سليم - اصدار خاص,الالكترونيات,لينوفو,3544.65,9,2,0,2.7777777777777777,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
71,,حصيره يوغا مضاده للانزلاق - اصدار خاص,الرياضه واللياقه,اديداس,241.15,11,3,0,2.1818181818181817,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
173,,حذاء جري احترافي - اصدار خاص,الرياضه واللياقه,اندر ارمور,426.85,8,3,0,3.375,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
200,,موسوعه التاريخ الاسلامي - اصدار خاص,الكتب والتعليم,دار قرطبه,284.58,9,2,0,3.7777777777777777,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
52,,موسوعه التاريخ الاسلامي,الكتب والتعليم,نشر المعرفه,108.37,5,3,0,5.2,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
101,,مجموعه سكاكين مطبخ - اصدار خاص,المنزل والمطبخ,بوش,241.26,9,3,0,3.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
179,,مجموعه عنايه بالشعر - اصدار خاص,الجمال والعنايه,دوف,148.28,7,2,0,5.166666666666667,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
105,,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,نيو بالانس,250.27,10,3,0,2.4,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
184,,حذاء رسمي جلد - اصدار خاص,الازياء والملابس,مانجو,617.48,13,2,0,2.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
163,,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,الوراق,417.18,8,3,0,3.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
58,,كتاب الطبخ العربي التقليدي,الكتب والتعليم,دار قرطبه,143.75,9,2,0,3.625,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
103,,بنطلون جينز سليم فيت - اصدار خاص,الازياء والملابس,بوما,398.87,11,1,0,3.272727272727273,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
63,,حذاء رياضي مريح - اصدار خاص,الازياء والملابس,بوما,557.39,15,1,0,1.8,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
72,,كريم مرطب SPF 50 - اصدار خاص,الجمال والعنايه,دوف,295.83,10,2,0,2.8,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
118,,حصيره يوغا مضاده للانزلاق - اصدار خاص,الرياضه واللياقه,نيو بالانس,175.91,6,2,0,4.833333333333333,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
160,,زيت ارغان طبيعي - اصدار خاص,الجمال والعنايه,نيفيا,298.73,8,2,0,3.5,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
190,,حذاء رسمي جلد - اصدار خاص,الازياء والملابس,مانجو,615.39,8,1,0,4.25,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
140,,مزيل عرق رول اون - اصدار خاص,الجمال والعنايه,لوريال,61.32,9,3,0,2.111111111111111,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
60,,اطلس العالم المصور,الكتب والتعليم,اكاديميا,325.99,9,1,0,3.7777777777777777,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
111,,مكواه بخاريه احترافيه - اصدار خاص,المنزل والمطبخ,وايتبوينت,453.66,8,2,0,3.125,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
127,,قميص قطني كلاسيكي - اصدار خاص,الازياء والملابس,اديداس,209.71,12,1,0,2.5454545454545454,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
187,,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,افينو,521.01,10,2,0,2.2,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
121,,حذاء رياضي مريح - اصدار خاص,الازياء والملابس,زارا,279.43,6,2,0,4.0,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
132,,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,ماك,284.92,8,1,0,3.875,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
84,,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,بنغوين,98.36,5,1,0,5.8,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
90,,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,ال جي,2115.26,10,1,0,2.3,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
62,,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,بنغوين,122.09,13,1,0,1.5,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
43,,دراجه هواييه جبليه,الرياضه واللياقه,نايكي,1574.27,7,2,0,2.4285714285714284,متوسط,انسحاب مرتفع بعد الإضافة للسلة,Moderate,High,انسحاب مرتفع بعد الإضافة للسلة
2,,لابتوب الترا سليم,الالكترونيات,شاومي,6856.93,12,2,0,32.083333333333336,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
1,,هاتف ذكي برو ماكس,الالكترونيات,ابل,5429.43,9,4,0,41.22222222222222,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
48,,حقيبه رياضيه جيم,الرياضه واللياقه,هيد,377.48,13,5,0,40.69230769230769,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
42,,لباس رياضي ضاغط,الرياضه واللياقه,ريبوك,162.27,14,8,0,37.642857142857146,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
10,,شاحن لاسلكي سريع,الالكترونيات,سامسونج,96.42,8,0,0,32.625,قوي,ظهور أقل من المطلوب,Strong,High,مشاهدات أقل من المطلوب
51,,كتاب تعلم البرمجه بالعربيه,الكتب والتعليم,دار قرطبه,66.67,55,18,0,7.653846153846154,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
3,,سماعات لاسلكيه,الالكترونيات,سامسونج,182.88,12,3,0,45.27272727272727,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
6,,شاشه 4K 27 انش,الالكترونيات,ابل,2618.75,24,8,1,12.25,قوي,أداء مستقر,Strong,High,أداء متماسك
34,,طقم مكياج احترافي,الجمال والعنايه,بالمر,269.1,39,16,0,10.45945945945946,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
25,,ماكينه قهوه اسبريسو,المنزل والمطبخ,هايسنس,958.76,14,2,0,30.46153846153846,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
46,,حصيره يوغا مضاده للانزلاق,الرياضه واللياقه,اندر ارمور,121.09,11,1,0,37.54545454545455,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
47,,اوزان حديد طقم 20 كيلو,الرياضه واللياقه,ريبوك,691.19,12,5,0,30.454545454545453,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
32,,سيروم فيتامين سي,الجمال والعنايه,بيوتانيا,182.43,14,4,0,26.928571428571427,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
4,,ساعه ذكيه سبورت,الالكترونيات,شاومي,1045.02,8,3,0,33.875,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
41,,حذاء جري احترافي,الرياضه واللياقه,هيد,708.68,6,1,0,42.666666666666664,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
50,,عداد خطوات ذكي,الرياضه واللياقه,ريبوك,103.84,8,1,0,37.5,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
33,,مجموعه عنايه بالشعر,الجمال والعنايه,نيفيا,404.5,17,7,0,17.41176470588235,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
26,,طقم اواني طهي غرانيت,المنزل والمطبخ,بوش,547.5,11,3,0,25.90909090909091,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
9,,راوتر واي فاي 6,الالكترونيات,شاومي,864.52,13,5,0,20.615384615384617,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
56,,دوره برمجه اكاديميه USB,الكتب والتعليم,مكتبه جرير,327.69,25,7,0,11.875,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
37,,غسول وجه للبشره الحساسه,الجمال والعنايه,ماك,113.29,24,7,0,13.045454545454545,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
54,,قاموس عربي انجليزي شامل,الكتب والتعليم,نشر المعرفه,131.19,17,5,0,18.25,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
38,,زيت ارغان طبيعي,الجمال والعنايه,ماك,325.54,18,6,0,15.61111111111111,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
31,,كريم مرطب SPF 50,الجمال والعنايه,دوف,118.65,20,6,0,15.0,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
39,,قناع وجه كولاجين,الجمال والعنايه,ماك,51.31,20,7,0,13.95,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
35,,عطر نسايي زهري,الجمال والعنايه,افينو,790.82,12,3,0,21.916666666666668,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
53,,كتاب رياده الاعمال والنجاح,الكتب والتعليم,بنغوين,95.99,28,5,0,10.555555555555555,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
28,,خلاط كهربايي متعدد الوظايف,المنزل والمطبخ,بوش,207.71,13,4,0,20.846153846153847,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
29,,مجموعه سكاكين مطبخ,المنزل والمطبخ,اريتي,137.26,12,3,0,22.333333333333332,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
197,,مكيف هواء انفيرتر 18000 - اصدار خاص,المنزل والمطبخ,توشيبا,1440.46,50,16,0,0.9545454545454546,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
88,,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,بنغوين,398.34,7,0,0,5.285714285714286,قوي,ظهور أقل من المطلوب,Strong,High,مشاهدات أقل من المطلوب
80,,ماكينه قهوه اسبريسو - اصدار خاص,المنزل والمطبخ,اريتي,996.58,14,4,0,3.0,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
138,,جهاز مشي كهربايي - اصدار خاص,الرياضه واللياقه,بوما,2075.88,7,2,0,5.857142857142857,قوي,انسحاب مرتفع بعد الإضافة للسلة,Strong,High,انسحاب مرتفع بعد الإضافة للسلة
