product_id,product_name,bundle_partner_product_id,bundle_partner_name,bundle_partner_image_url,bundle_source,bundle_type,support,confidence,lift,bundle_score,bundle_reason,bundle_business_explanation,bundle_rank
146,اوزان حديد طقم 20 كيلو - اصدار خاص,46,حصيره يوغا مضاده للانزلاق,,category_fallback,Substitute,0.000543,0.0549,0.6021,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
147,هاتف ذكي برو ماكس - اصدار خاص,3,سماعات لاسلكيه,,category_fallback,Substitute,0.000543,0.0735,0.6131,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
147,هاتف ذكي برو ماكس - اصدار خاص,6,شاشه 4K 27 انش,,category_fallback,Substitute,0.000543,0.0735,1.1059,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
147,هاتف ذكي برو ماكس - اصدار خاص,2,لابتوب الترا سليم,,category_fallback,Substitute,0.000543,0.0735,0.8429,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
148,حذاء جري احترافي - اصدار خاص,42,لباس رياضي ضاغط,,category_fallback,Substitute,0.00076,0.1148,0.9499,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
148,حذاء جري احترافي - اصدار خاص,47,اوزان حديد طقم 20 كيلو,,category_fallback,Substitute,0.000435,0.0656,0.7709,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
148,حذاء جري احترافي - اصدار خاص,50,عداد خطوات ذكي,,category_fallback,Substitute,0.000326,0.0492,0.7647,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
149,طقم مكياج احترافي - اصدار خاص,34,طقم مكياج احترافي,,category_fallback,Substitute,0.000435,0.0656,0.6782,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
149,طقم مكياج احترافي - اصدار خاص,32,سيروم فيتامين سي,,category_fallback,Substitute,0.000326,0.0492,0.5467,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
149,طقم مكياج احترافي - اصدار خاص,33,مجموعه عنايه بالشعر,,category_fallback,Substitute,0.000326,0.0492,0.7062,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
15,حذاء رياضي مريح,190,حذاء رسمي جلد - اصدار خاص,,category_fallback,Substitute,0.000326,0.0484,5.5675,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
15,حذاء رياضي مريح,93,شال كشمير ناعم - اصدار خاص,,category_fallback,Substitute,0.000217,0.0323,4.1822,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
15,حذاء رياضي مريح,17,شال كشمير ناعم,,category_fallback,Substitute,0.000217,0.0323,2.8013,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
150,اطلس العالم المصور - اصدار خاص,51,كتاب تعلم البرمجه بالعربيه,,category_fallback,Substitute,0.001847,0.1049,1.0568,1.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
150,اطلس العالم المصور - اصدار خاص,77,دوره برمجه اكاديميه USB - اصدار خاص,,category_fallback,Substitute,0.001521,0.0864,5.1993,1.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
150,اطلس العالم المصور - اصدار خاص,56,دوره برمجه اكاديميه USB,,category_fallback,Substitute,0.001086,0.0617,0.8892,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
150,اطلس العالم المصور - اصدار خاص,151,كتاب تطوير الذات والتحفيز - اصدار خاص,,category_fallback,Substitute,0.00076,0.0778,4.4194,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
150,اطلس العالم المصور - اصدار خاص,144,كتاب تطوير الذات والتحفيز - اصدار خاص,,category_fallback,Substitute,0.000652,0.069,3.9187,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,5
151,كتاب تطوير الذات والتحفيز - اصدار خاص,150,اطلس العالم المصور - اصدار خاص,,category_fallback,Substitute,0.00076,0.0778,4.4194,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
151,كتاب تطوير الذات والتحفيز - اصدار خاص,51,كتاب تعلم البرمجه بالعربيه,,category_fallback,Substitute,0.000652,0.0667,0.6714,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
151,كتاب تطوير الذات والتحفيز - اصدار خاص,74,كتاب الطبخ العربي التقليدي - اصدار خاص,,category_fallback,Substitute,0.000652,0.0667,3.9591,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
152,شال كشمير ناعم - اصدار خاص,158,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000652,0.0732,4.7769,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
152,شال كشمير ناعم - اصدار خاص,164,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.000435,0.0488,2.705,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
152,شال كشمير ناعم - اصدار خاص,66,قميص قطني كلاسيكي - اصدار خاص,,category_fallback,Substitute,0.000326,0.0366,4.811,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
153,فرن كهربايي 60 لتر - اصدار خاص,168,مجموعه سكاكين مطبخ - اصدار خاص,,category_fallback,Substitute,0.00076,0.0787,4.8918,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
153,فرن كهربايي 60 لتر - اصدار خاص,178,مكيف هواء انفيرتر 18000 - اصدار خاص,,category_fallback,Substitute,0.000543,0.0562,3.8592,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
153,فرن كهربايي 60 لتر - اصدار خاص,29,مجموعه سكاكين مطبخ,,category_fallback,Substitute,0.000435,0.0449,0.7522,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
154,ثلاجه نوفروست 350 لتر - اصدار خاص,29,مجموعه سكاكين مطبخ,,category_fallback,Substitute,0.000435,0.0678,1.1347,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
154,ثلاجه نوفروست 350 لتر - اصدار خاص,91,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.000326,0.0508,3.0592,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
154,ثلاجه نوفروست 350 لتر - اصدار خاص,28,خلاط كهربايي متعدد الوظايف,,category_fallback,Substitute,0.000326,0.0508,0.8449,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
155,حذاء رياضي مريح - اصدار خاص,180,شال كشمير ناعم - اصدار خاص,,category_fallback,Substitute,0.000652,0.0714,4.7645,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
155,حذاء رياضي مريح - اصدار خاص,164,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.000652,0.0714,3.9608,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
155,حذاء رياضي مريح - اصدار خاص,13,بنطلون جينز سليم فيت,,category_fallback,Substitute,0.000435,0.0476,5.4792,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
156,قميص قطني كلاسيكي - اصدار خاص,18,جاكيت شتوي دافي,,category_fallback,Substitute,0.000652,0.0759,4.1863,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
156,قميص قطني كلاسيكي - اصدار خاص,158,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000435,0.0506,3.3055,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
156,قميص قطني كلاسيكي - اصدار خاص,17,شال كشمير ناعم,,category_fallback,Substitute,0.000326,0.038,3.2977,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
157,جهاز قياس ضغط الدم - اصدار خاص,48,حقيبه رياضيه جيم,,category_fallback,Substitute,0.001086,0.137,1.1228,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
157,جهاز قياس ضغط الدم - اصدار خاص,42,لباس رياضي ضاغط,,category_fallback,Substitute,0.000869,0.1096,0.9072,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
157,جهاز قياس ضغط الدم - اصدار خاص,46,حصيره يوغا مضاده للانزلاق,,category_fallback,Substitute,0.000652,0.0822,0.9007,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
158,فستان سهره انيق - اصدار خاص,164,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.001304,0.0851,4.7193,1.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
158,فستان سهره انيق - اصدار خاص,180,شال كشمير ناعم - اصدار خاص,,category_fallback,Substitute,0.001086,0.0709,4.7307,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
158,فستان سهره انيق - اصدار خاص,18,جاكيت شتوي دافي,,category_fallback,Substitute,0.001086,0.0709,3.9092,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
158,فستان سهره انيق - اصدار خاص,17,شال كشمير ناعم,,category_fallback,Substitute,0.000869,0.0755,4.9271,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
158,فستان سهره انيق - اصدار خاص,152,شال كشمير ناعم - اصدار خاص,,category_fallback,Substitute,0.000652,0.0732,4.7769,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,5
159,حصيره يوغا مضاده للانزلاق - اصدار خاص,48,حقيبه رياضيه جيم,,category_fallback,Substitute,0.001195,0.1447,1.1864,1.1,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
159,حصيره يوغا مضاده للانزلاق - اصدار خاص,42,لباس رياضي ضاغط,,category_fallback,Substitute,0.001195,0.1447,1.1981,1.1,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
159,حصيره يوغا مضاده للانزلاق - اصدار خاص,41,حذاء جري احترافي,,category_fallback,Substitute,0.000869,0.1053,1.715,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
16,حقيبه يد جلديه,166,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000435,0.0556,6.2364,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
16,حقيبه يد جلديه,17,شال كشمير ناعم,,category_fallback,Substitute,0.000435,0.0556,4.8244,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
16,حقيبه يد جلديه,63,حذاء رياضي مريح - اصدار خاص,,category_fallback,Substitute,0.000217,0.0278,3.9952,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
16,حقيبه يد جلديه,11,قميص قطني كلاسيكي,,category_fallback,Substitute,0.000217,0.029,3.7057,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
160,زيت ارغان طبيعي - اصدار خاص,32,سيروم فيتامين سي,,category_fallback,Substitute,0.000543,0.0833,0.9264,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
160,زيت ارغان طبيعي - اصدار خاص,37,غسول وجه للبشره الحساسه,,category_fallback,Substitute,0.000326,0.05,0.7037,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
160,زيت ارغان طبيعي - اصدار خاص,39,قناع وجه كولاجين,,category_fallback,Substitute,0.000326,0.05,0.7125,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
161,شاحن لاسلكي سريع - اصدار خاص,1,هاتف ذكي برو ماكس,,category_fallback,Substitute,0.000543,0.0595,0.6781,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
161,شاحن لاسلكي سريع - اصدار خاص,112,شاشه 4K 27 انش - اصدار خاص,,category_fallback,Substitute,0.000543,0.0595,3.6773,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
161,شاحن لاسلكي سريع - اصدار خاص,141,ساعه ذكيه سبورت - اصدار خاص,,category_fallback,Substitute,0.000543,0.0595,3.446,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
162,ثلاجه نوفروست 350 لتر - اصدار خاص,176,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.00076,0.0737,4.6456,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
162,ثلاجه نوفروست 350 لتر - اصدار خاص,91,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.00076,0.0737,4.4331,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
162,ثلاجه نوفروست 350 لتر - اصدار خاص,135,طقم اواني طهي غرانيت - اصدار خاص,,category_fallback,Substitute,0.000652,0.0632,4.614,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
162,ثلاجه نوفروست 350 لتر - اصدار خاص,82,مجموعه سكاكين مطبخ - اصدار خاص,,category_fallback,Substitute,0.000435,0.0482,4.6696,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
163,دوره برمجه اكاديميه USB - اصدار خاص,175,مجموعه كتب الطفل التعليميه - اصدار خاص,,category_fallback,Substitute,0.000326,0.0508,3.0003,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
163,دوره برمجه اكاديميه USB - اصدار خاص,113,كتاب تعلم البرمجه بالعربيه - اصدار خاص,,category_fallback,Substitute,0.000326,0.0508,4.8253,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
163,دوره برمجه اكاديميه USB - اصدار خاص,74,كتاب الطبخ العربي التقليدي - اصدار خاص,,category_fallback,Substitute,0.000326,0.0508,3.0197,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
164,حقيبه يد جلديه - اصدار خاص,158,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.001304,0.0723,4.7193,1.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
164,حقيبه يد جلديه - اصدار خاص,17,شال كشمير ناعم,,category_fallback,Substitute,0.001195,0.0663,5.7544,1.1,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
164,حقيبه يد جلديه - اصدار خاص,180,شال كشمير ناعم - اصدار خاص,,category_fallback,Substitute,0.000978,0.0542,3.6164,0.9,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
164,حقيبه يد جلديه - اصدار خاص,73,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000652,0.0674,3.7383,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
164,حقيبه يد جلديه - اصدار خاص,155,حذاء رياضي مريح - اصدار خاص,,category_fallback,Substitute,0.000652,0.0714,3.9608,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,5
165,حذاء جري احترافي - اصدار خاص,48,حقيبه رياضيه جيم,,category_fallback,Substitute,0.000652,0.0698,0.5719,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
165,حذاء جري احترافي - اصدار خاص,96,دراجه هواييه جبليه - اصدار خاص,,category_fallback,Substitute,0.000435,0.0465,2.9125,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
165,حذاء جري احترافي - اصدار خاص,47,اوزان حديد طقم 20 كيلو,,category_fallback,Substitute,0.000435,0.0465,0.5468,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
166,فستان سهره انيق - اصدار خاص,16,حقيبه يد جلديه,,category_fallback,Substitute,0.000435,0.0488,6.2364,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
166,فستان سهره انيق - اصدار خاص,63,حذاء رياضي مريح - اصدار خاص,,category_fallback,Substitute,0.000326,0.0366,5.262,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
166,فستان سهره انيق - اصدار خاص,198,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.000326,0.0366,4.1069,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
167,حقيبه رياضيه جيم - اصدار خاص,42,لباس رياضي ضاغط,,category_fallback,Substitute,0.000869,0.0842,0.6971,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
167,حقيبه رياضيه جيم - اصدار خاص,48,حقيبه رياضيه جيم,,category_fallback,Substitute,0.000869,0.0842,0.6903,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
167,حقيبه رياضيه جيم - اصدار خاص,46,حصيره يوغا مضاده للانزلاق,,category_fallback,Substitute,0.000652,0.0632,0.6921,0.6,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
168,مجموعه سكاكين مطبخ - اصدار خاص,21,مكيف هواء انفيرتر 18000,,category_fallback,Substitute,0.001086,0.0676,3.8157,1.0,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
168,مجموعه سكاكين مطبخ - اصدار خاص,176,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.000978,0.0608,3.834,0.9,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
168,مجموعه سكاكين مطبخ - اصدار خاص,178,مكيف هواء انفيرتر 18000 - اصدار خاص,,category_fallback,Substitute,0.00076,0.0473,3.249,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
168,مجموعه سكاكين مطبخ - اصدار خاص,153,فرن كهربايي 60 لتر - اصدار خاص,,category_fallback,Substitute,0.00076,0.0787,4.8918,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
168,مجموعه سكاكين مطبخ - اصدار خاص,128,مكواه بخاريه احترافيه - اصدار خاص,,category_fallback,Substitute,0.00076,0.0833,5.183,0.7,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,5
169,فستان سهره انيق - اصدار خاص,164,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.000543,0.0521,2.8881,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
169,فستان سهره انيق - اصدار خاص,158,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000435,0.0417,2.7202,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
169,فستان سهره انيق - اصدار خاص,180,شال كشمير ناعم - اصدار خاص,,category_fallback,Substitute,0.000326,0.0312,2.0845,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
169,فستان سهره انيق - اصدار خاص,129,تيشيرت بولو قطن - اصدار خاص,,category_fallback,Substitute,0.000326,0.0361,3.4657,0.3,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
169,فستان سهره انيق - اصدار خاص,198,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.000217,0.0244,2.3387,0.2,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,5
17,شال كشمير ناعم,164,حقيبه يد جلديه - اصدار خاص,,category_fallback,Substitute,0.001195,0.1038,5.7544,1.1,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,1
17,شال كشمير ناعم,158,فستان سهره انيق - اصدار خاص,,category_fallback,Substitute,0.000869,0.0755,4.9271,0.8,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,2
17,شال كشمير ناعم,18,جاكيت شتوي دافي,,category_fallback,Substitute,0.000543,0.0472,2.6,0.5,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,3
17,شال كشمير ناعم,16,حقيبه يد جلديه,,category_fallback,Substitute,0.000435,0.0556,4.8244,0.4,شركاء مقترحون بناءً على الشراء المتكرر داخل نفس القسم.,منتجات من نفس القسم يميل العملاء لضمّها — فرصة بيع تكميلي داخلي.,4
