product_id,name,display_name,category,subcategory,brand,price,description_length,description_length_words,description_length_chars,image_count,number_of_images,image_url,has_image,category_code,rating,review_count,product_age_days,created_at
122,طقم مكياج احترافي - اصدار خاص,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,unknown_subcategory,ماك,696.77,80,14,80,6,6,,False,الجمال والعنايه,3.2,0,1198.0,2023-02-22 17:50:52
123,عداد خطوات ذكي - اصدار خاص,عداد خطوات ذكي - اصدار خاص,الرياضه واللياقه,unknown_subcategory,اندر ارمور,140.92,77,14,77,2,2,,False,الرياضه واللياقه,4.2,0,1127.0,2023-05-04 21:02:13
124,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,4869.43,88,14,88,1,1,,False,الالكترونيات,2.8,0,1144.0,2023-04-17 20:49:43
125,شال كشمير ناعم - اصدار خاص,شال كشمير ناعم - اصدار خاص,الازياء والملابس,unknown_subcategory,بوما,208.91,75,13,75,3,3,,False,الازياء والملابس,3.0,0,1195.0,2023-02-25 10:07:54
126,شاحن لاسلكي سريع - اصدار خاص,شاحن لاسلكي سريع - اصدار خاص,الالكترونيات,unknown_subcategory,شاومي,224.49,89,15,89,2,2,,False,الالكترونيات,4.3,0,1169.0,2023-03-23 03:29:06
127,قميص قطني كلاسيكي - اصدار خاص,قميص قطني كلاسيكي - اصدار خاص,الازياء والملابس,unknown_subcategory,اديداس,209.71,80,14,80,3,3,,False,الازياء والملابس,3.0,0,1080.0,2023-06-20 05:55:09
128,مكواه بخاريه احترافيه - اصدار خاص,مكواه بخاريه احترافيه - اصدار خاص,المنزل والمطبخ,unknown_subcategory,بوش,664.23,77,12,77,6,6,,False,المنزل والمطبخ,3.3,0,1145.0,2023-04-16 11:57:49
129,تيشيرت بولو قطن - اصدار خاص,تيشيرت بولو قطن - اصدار خاص,الازياء والملابس,unknown_subcategory,بوما,94.56,76,13,76,2,2,,False,الازياء والملابس,4.5,0,1109.0,2023-05-22 23:15:45
130,ثلاجه نوفروست 350 لتر - اصدار خاص,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,فيليبس,3341.54,83,17,83,6,6,,False,المنزل والمطبخ,4.5,0,1103.0,2023-05-28 01:11:36
131,اوزان حديد طقم 20 كيلو - اصدار خاص,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,unknown_subcategory,ديكاتلون,457.64,85,16,85,1,1,,False,الرياضه واللياقه,2.7,0,1215.0,2023-02-05 21:08:34
132,عطر رجالي عودي - اصدار خاص,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,unknown_subcategory,ماك,284.92,68,13,68,3,3,,False,الجمال والعنايه,3.5,0,1186.0,2023-03-06 00:09:54
133,اطلس العالم المصور - اصدار خاص,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار الفكر,165.39,70,12,70,1,1,,False,الكتب والتعليم,3.4,0,1121.0,2023-05-10 16:06:31
134,ثلاجه نوفروست 350 لتر - اصدار خاص,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,هايسنس,3215.18,83,17,83,3,3,,False,المنزل والمطبخ,4.8,0,1116.0,2023-05-15 00:59:10
135,طقم اواني طهي غرانيت - اصدار خاص,طقم اواني طهي غرانيت - اصدار خاص,المنزل والمطبخ,unknown_subcategory,تيفال,248.61,87,16,87,4,4,,False,المنزل والمطبخ,2.8,0,1105.0,2023-05-26 04:41:48
136,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,توشيبا,1233.09,85,16,85,2,2,,False,المنزل والمطبخ,4.5,0,1118.0,2023-05-13 02:37:23
137,راوتر واي فاي 6 - اصدار خاص,راوتر واي فاي 6 - اصدار خاص,الالكترونيات,unknown_subcategory,اوبو,593.31,80,15,80,1,1,,False,الالكترونيات,3.4,0,1239.0,2023-01-12 23:48:48
138,جهاز مشي كهربايي - اصدار خاص,جهاز مشي كهربايي - اصدار خاص,الرياضه واللياقه,unknown_subcategory,بوما,2075.88,82,15,82,1,1,,False,الرياضه واللياقه,4.6,0,1118.0,2023-05-13 02:24:20
139,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,اديداس,351.69,84,14,84,4,4,,False,الرياضه واللياقه,3.6,0,1225.0,2023-01-26 14:54:18
140,مزيل عرق رول اون - اصدار خاص,مزيل عرق رول اون - اصدار خاص,الجمال والعنايه,unknown_subcategory,لوريال,61.32,70,14,70,6,6,,False,الجمال والعنايه,4.2,0,1246.0,2023-01-05 05:27:27
141,ساعه ذكيه سبورت - اصدار خاص,ساعه ذكيه سبورت - اصدار خاص,الالكترونيات,unknown_subcategory,ابل,449.82,88,15,88,5,5,,False,الالكترونيات,3.4,0,1239.0,2023-01-12 16:48:41
142,مكبر صوت بلوتوث - اصدار خاص,مكبر صوت بلوتوث - اصدار خاص,الالكترونيات,unknown_subcategory,سامسونج,243.55,88,15,88,6,6,,False,الالكترونيات,2.9,0,1109.0,2023-05-22 14:44:07
143,عطر رجالي عودي - اصدار خاص,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,unknown_subcategory,دوف,602.95,68,13,68,4,4,,False,الجمال والعنايه,4.8,0,1235.0,2023-01-16 13:59:31
144,كتاب تطوير الذات والتحفيز - اصدار خاص,كتاب تطوير الذات والتحفيز - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار قرطبه,91.59,77,13,77,5,5,,False,الكتب والتعليم,3.4,0,1174.0,2023-03-18 07:47:09
145,قاموس عربي انجليزي شامل - اصدار خاص,قاموس عربي انجليزي شامل - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار الفكر,165.87,83,15,83,6,6,,False,الكتب والتعليم,4.9,0,1111.0,2023-05-20 15:13:14
146,اوزان حديد طقم 20 كيلو - اصدار خاص,اوزان حديد طقم 20 كيلو - اصدار خاص,الرياضه واللياقه,unknown_subcategory,اندر ارمور,323.76,88,17,88,2,2,,False,الرياضه واللياقه,3.4,0,1081.0,2023-06-19 22:45:56
147,هاتف ذكي برو ماكس - اصدار خاص,هاتف ذكي برو ماكس - اصدار خاص,الالكترونيات,unknown_subcategory,لينوفو,4075.22,90,16,90,2,2,,False,الالكترونيات,4.8,0,1210.0,2023-02-10 00:24:35
148,حذاء جري احترافي - اصدار خاص,حذاء جري احترافي - اصدار خاص,الرياضه واللياقه,unknown_subcategory,هيد,658.67,84,14,84,2,2,,False,الرياضه واللياقه,4.3,0,1107.0,2023-05-24 19:10:17
149,طقم مكياج احترافي - اصدار خاص,طقم مكياج احترافي - اصدار خاص,الجمال والعنايه,unknown_subcategory,ماك,652.63,93,17,93,5,5,,False,الجمال والعنايه,4.4,0,1194.0,2023-02-26 04:03:55
150,اطلس العالم المصور - اصدار خاص,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,unknown_subcategory,بنغوين,244.37,78,14,78,2,2,,False,الكتب والتعليم,4.4,0,1192.0,2023-02-28 14:19:27
151,كتاب تطوير الذات والتحفيز - اصدار خاص,كتاب تطوير الذات والتحفيز - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار العلوم,71.91,86,14,86,5,5,,False,الكتب والتعليم,3.2,0,1080.0,2023-06-20 19:45:49
152,شال كشمير ناعم - اصدار خاص,شال كشمير ناعم - اصدار خاص,الازياء والملابس,unknown_subcategory,بوما,92.66,77,14,77,6,6,,False,الازياء والملابس,3.4,0,1176.0,2023-03-16 00:18:33
153,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,هايسنس,564.14,80,17,80,4,4,,False,المنزل والمطبخ,3.4,0,1204.0,2023-02-16 18:59:35
154,ثلاجه نوفروست 350 لتر - اصدار خاص,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,توشيبا,3786.85,77,13,77,5,5,,False,المنزل والمطبخ,3.9,0,1148.0,2023-04-13 21:56:27
155,حذاء رياضي مريح - اصدار خاص,حذاء رياضي مريح - اصدار خاص,الازياء والملابس,unknown_subcategory,ماكس فاشون,298.62,76,13,76,3,3,,False,الازياء والملابس,2.7,0,1233.0,2023-01-18 22:54:48
156,قميص قطني كلاسيكي - اصدار خاص,قميص قطني كلاسيكي - اصدار خاص,الازياء والملابس,unknown_subcategory,ليفايز,131.66,79,14,79,1,1,,False,الازياء والملابس,4.0,0,1214.0,2023-02-06 12:54:16
157,جهاز قياس ضغط الدم - اصدار خاص,جهاز قياس ضغط الدم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,اندر ارمور,278.2,84,16,84,3,3,,False,الرياضه واللياقه,4.7,0,1074.0,2023-06-26 12:13:11
158,فستان سهره انيق - اصدار خاص,فستان سهره انيق - اصدار خاص,الازياء والملابس,unknown_subcategory,بوما,655.51,78,14,78,2,2,,False,الازياء والملابس,4.2,0,1173.0,2023-03-19 00:26:21
159,حصيره يوغا مضاده للانزلاق - اصدار خاص,حصيره يوغا مضاده للانزلاق - اصدار خاص,الرياضه واللياقه,unknown_subcategory,نيو بالانس,132.33,91,16,91,3,3,,False,الرياضه واللياقه,3.8,0,1200.0,2023-02-20 18:57:55
160,زيت ارغان طبيعي - اصدار خاص,زيت ارغان طبيعي - اصدار خاص,الجمال والعنايه,unknown_subcategory,نيفيا,298.73,69,13,69,2,2,,False,الجمال والعنايه,4.3,0,1179.0,2023-03-13 23:36:36
161,شاحن لاسلكي سريع - اصدار خاص,شاحن لاسلكي سريع - اصدار خاص,الالكترونيات,unknown_subcategory,شاومي,280.14,81,14,81,5,5,,False,الالكترونيات,2.5,0,1138.0,2023-04-23 11:00:05
162,ثلاجه نوفروست 350 لتر - اصدار خاص,ثلاجه نوفروست 350 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,تيفال,2324.66,88,16,88,4,4,,False,المنزل والمطبخ,3.4,0,1144.0,2023-04-17 22:10:48
163,دوره برمجه اكاديميه USB - اصدار خاص,دوره برمجه اكاديميه USB - اصدار خاص,الكتب والتعليم,unknown_subcategory,الوراق,417.18,84,14,84,6,6,,False,الكتب والتعليم,3.7,0,1107.0,2023-05-24 14:45:29
164,حقيبه يد جلديه - اصدار خاص,حقيبه يد جلديه - اصدار خاص,الازياء والملابس,unknown_subcategory,مانجو,297.97,76,14,76,5,5,,False,الازياء والملابس,3.9,0,1126.0,2023-05-05 15:02:55
165,حذاء جري احترافي - اصدار خاص,حذاء جري احترافي - اصدار خاص,الرياضه واللياقه,unknown_subcategory,اديداس,867.11,84,14,84,4,4,,False,الرياضه واللياقه,4.2,0,1224.0,2023-01-27 16:45:25
166,فستان سهره انيق - اصدار خاص,فستان سهره انيق - اصدار خاص,الازياء والملابس,unknown_subcategory,مانجو,184.75,76,13,76,1,1,,False,الازياء والملابس,3.8,0,1131.0,2023-04-30 23:19:15
167,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,هيد,104.4,82,15,82,1,1,,False,الرياضه واللياقه,3.8,0,1247.0,2023-01-04 05:56:58
168,مجموعه سكاكين مطبخ - اصدار خاص,مجموعه سكاكين مطبخ - اصدار خاص,المنزل والمطبخ,unknown_subcategory,اريتي,126.51,80,16,80,4,4,,False,المنزل والمطبخ,4.5,0,1094.0,2023-06-06 13:00:49
169,فستان سهره انيق - اصدار خاص,فستان سهره انيق - اصدار خاص,الازياء والملابس,unknown_subcategory,H&M,452.68,78,14,78,5,5,,False,الازياء والملابس,3.1,0,1201.0,2023-02-19 00:21:14
170,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,بوش,810.36,80,17,80,2,2,,False,المنزل والمطبخ,3.5,0,1115.0,2023-05-16 09:21:24
171,موسوعه التاريخ الاسلامي - اصدار خاص,موسوعه التاريخ الاسلامي - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار الفكر,100.57,84,13,84,4,4,,False,الكتب والتعليم,3.4,0,1240.0,2023-01-11 21:30:52
172,كتاب رياده الاعمال والنجاح - اصدار خاص,كتاب رياده الاعمال والنجاح - اصدار خاص,الكتب والتعليم,unknown_subcategory,مكتبه جرير,72.49,86,15,86,5,5,,False,الكتب والتعليم,3.6,0,1084.0,2023-06-16 14:23:05
173,حذاء جري احترافي - اصدار خاص,حذاء جري احترافي - اصدار خاص,الرياضه واللياقه,unknown_subcategory,اندر ارمور,426.85,79,14,79,4,4,,False,الرياضه واللياقه,4.7,0,1198.0,2023-02-22 15:23:40
174,تابلت 10 انش - اصدار خاص,تابلت 10 انش - اصدار خاص,الالكترونيات,unknown_subcategory,سامسونج,886.97,85,15,85,2,2,,False,الالكترونيات,4.6,0,1137.0,2023-04-24 23:47:11
175,مجموعه كتب الطفل التعليميه - اصدار خاص,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,unknown_subcategory,مكتبه جرير,152.85,87,14,87,4,4,,False,الكتب والتعليم,3.9,0,1119.0,2023-05-12 11:12:41
176,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,ديلونجي,1269.55,85,16,85,5,5,,False,المنزل والمطبخ,4.2,0,1106.0,2023-05-25 18:04:45
177,لابتوب الترا سليم - اصدار خاص,لابتوب الترا سليم - اصدار خاص,الالكترونيات,unknown_subcategory,لينوفو,3544.65,82,14,82,5,5,,False,الالكترونيات,2.7,0,1135.0,2023-04-26 15:44:15
178,مكيف هواء انفيرتر 18000 - اصدار خاص,مكيف هواء انفيرتر 18000 - اصدار خاص,المنزل والمطبخ,unknown_subcategory,اريتي,3002.16,90,16,90,3,3,,False,المنزل والمطبخ,3.6,0,1143.0,2023-04-18 09:20:33
179,مجموعه عنايه بالشعر - اصدار خاص,مجموعه عنايه بالشعر - اصدار خاص,الجمال والعنايه,unknown_subcategory,دوف,148.28,95,17,95,6,6,,False,الجمال والعنايه,4.0,0,1236.0,2023-01-15 06:33:57
180,شال كشمير ناعم - اصدار خاص,شال كشمير ناعم - اصدار خاص,الازياء والملابس,unknown_subcategory,مانجو,279.71,76,14,76,1,1,,False,الازياء والملابس,3.3,0,1249.0,2023-01-02 00:12:41
181,عطر رجالي عودي - اصدار خاص,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,unknown_subcategory,بالمر,353.61,68,13,68,4,4,,False,الجمال والعنايه,2.7,0,1142.0,2023-04-19 03:44:18
182,سيروم فيتامين سي - اصدار خاص,سيروم فيتامين سي - اصدار خاص,الجمال والعنايه,unknown_subcategory,لوريال,190.33,79,14,79,5,5,,False,الجمال والعنايه,3.9,0,1098.0,2023-06-02 07:44:57
183,كريم مرطب SPF 50 - اصدار خاص,كريم مرطب SPF 50 - اصدار خاص,الجمال والعنايه,unknown_subcategory,بالمر,171.04,79,15,79,5,5,,False,الجمال والعنايه,4.4,0,1075.0,2023-06-25 18:34:22
184,حذاء رسمي جلد - اصدار خاص,حذاء رسمي جلد - اصدار خاص,الازياء والملابس,unknown_subcategory,مانجو,617.48,74,13,74,3,3,,False,الازياء والملابس,2.9,0,1198.0,2023-02-22 02:51:58
185,سماعات لاسلكيه - اصدار خاص,سماعات لاسلكيه - اصدار خاص,الالكترونيات,unknown_subcategory,لينوفو,329.38,87,14,87,3,3,,False,الالكترونيات,3.2,0,1202.0,2023-02-18 21:00:20
186,كتاب الطبخ العربي التقليدي - اصدار خاص,كتاب الطبخ العربي التقليدي - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار العلوم,109.52,78,13,78,4,4,,False,الكتب والتعليم,2.8,0,1186.0,2023-03-06 12:14:39
187,عطر رجالي عودي - اصدار خاص,عطر رجالي عودي - اصدار خاص,الجمال والعنايه,unknown_subcategory,افينو,521.01,77,14,77,5,5,,False,الجمال والعنايه,4.5,0,1224.0,2023-01-27 10:23:09
188,جهاز مشي كهربايي - اصدار خاص,جهاز مشي كهربايي - اصدار خاص,الرياضه واللياقه,unknown_subcategory,هيد,2599.64,82,15,82,3,3,,False,الرياضه واللياقه,4.9,0,1108.0,2023-05-23 16:45:45
189,مزيل عرق رول اون - اصدار خاص,مزيل عرق رول اون - اصدار خاص,الجمال والعنايه,unknown_subcategory,ماك,46.18,70,14,70,3,3,,False,الجمال والعنايه,3.2,0,1228.0,2023-01-23 02:45:20
190,حذاء رسمي جلد - اصدار خاص,حذاء رسمي جلد - اصدار خاص,الازياء والملابس,unknown_subcategory,مانجو,615.39,76,14,76,4,4,,False,الازياء والملابس,3.9,0,1113.0,2023-05-18 13:13:47
191,غساله اوتوماتيك 8 كيلو - اصدار خاص,غساله اوتوماتيك 8 كيلو - اصدار خاص,المنزل والمطبخ,unknown_subcategory,هايسنس,2178.66,78,13,78,2,2,,False,المنزل والمطبخ,2.8,0,1201.0,2023-02-19 01:34:55
192,مجموعه كتب الطفل التعليميه - اصدار خاص,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,unknown_subcategory,نشر المعرفه,105.53,86,15,86,5,5,,False,الكتب والتعليم,5.0,0,1173.0,2023-03-19 19:53:13
193,مجموعه كتب الطفل التعليميه - اصدار خاص,مجموعه كتب الطفل التعليميه - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار الفكر,256.05,87,14,87,5,5,,False,الكتب والتعليم,3.4,0,1127.0,2023-05-04 22:08:09
194,ساعه ذكيه سبورت - اصدار خاص,ساعه ذكيه سبورت - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,582.97,80,14,80,6,6,,False,الالكترونيات,4.0,0,1119.0,2023-05-12 13:14:52
195,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,بوش,411.6,80,17,80,6,6,,False,المنزل والمطبخ,3.1,0,1150.0,2023-04-11 17:46:22
196,اطلس العالم المصور - اصدار خاص,اطلس العالم المصور - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار العلوم,211.44,79,13,79,5,5,,False,الكتب والتعليم,3.5,0,1116.0,2023-05-15 01:40:15
197,مكيف هواء انفيرتر 18000 - اصدار خاص,مكيف هواء انفيرتر 18000 - اصدار خاص,المنزل والمطبخ,unknown_subcategory,توشيبا,1440.46,90,16,90,1,1,,False,المنزل والمطبخ,3.5,0,1089.0,2023-06-11 10:13:17
198,حقيبه يد جلديه - اصدار خاص,حقيبه يد جلديه - اصدار خاص,الازياء والملابس,unknown_subcategory,ليفايز,440.15,77,14,77,4,4,,False,الازياء والملابس,4.5,0,1183.0,2023-03-09 15:11:49
199,زيت ارغان طبيعي - اصدار خاص,زيت ارغان طبيعي - اصدار خاص,الجمال والعنايه,unknown_subcategory,بيوتانيا,107.47,78,14,78,1,1,,False,الجمال والعنايه,2.6,0,1246.0,2023-01-05 09:15:15
200,موسوعه التاريخ الاسلامي - اصدار خاص,موسوعه التاريخ الاسلامي - اصدار خاص,الكتب والتعليم,unknown_subcategory,دار قرطبه,284.58,84,13,84,2,2,,False,الكتب والتعليم,4.4,0,1143.0,2023-04-18 04:05:18
