product_id,name,display_name,category,subcategory,brand,price,description_length,description_length_words,description_length_chars,image_count,number_of_images,image_url,has_image,category_code,rating,review_count,product_age_days,created_at,name_diag,display_name_diag,category_diag,subcategory_diag,brand_diag,price_diag,image_url_diag,has_image_diag,view,cart,purchase,purchase_signal,views,cart_adds,total_orders,carts,purchases,unique_viewers,unique_cart_users,event_unique_buyers,order_unique_buyers,unique_buyers_raw,unique_cart_users_bounded,unique_buyers,sales_without_view_signal_flag,revenue,ordered_quantity,purchase_orders,view_to_cart_rate,cart_to_purchase_rate,view_to_purchase_rate,cart_abandon_rate,cart_rate,purchase_conversion_rate,cart_abandonment_rate,product_class,z_score,z_composite_score,priority_rank,rank_within_class_best,action_priority,conversion_rate,category_avg_conversion,category_median_conversion,category_avg_views,relative_conversion_vs_category,insufficient_views_flag,insufficient_purchases_flag,insufficient_cart_data_flag,confidence_level,insufficient_data_flag,low_visibility_flag,high_abandonment_flag,low_conversion_flag,low_engagement_flag,diagnostic_status_label,diagnostic_status_sub_label,diagnostic_reason_short,diagnostic_reason,rating_diag,review_count_diag,product_age_days_diag,description_length_diag,description_length_words_diag,description_length_chars_diag,number_of_images_diag,total_sales_value,unique_order_count,avg_review_rating,total_views,total_cart_adds,total_event_purchases,analysis_start_date,analysis_end_date,description_content,desc_quality_score,brand_strength,similarity_cluster,cluster_size,cluster_avg_price,cluster_median_price,cluster_avg_rating,cluster_avg_images,cluster_median_images,cluster_avg_desc_words,cluster_median_desc_words,cluster_avg_review_count,cluster_median_review_count,cluster_avg_product_age,cluster_median_product_age,cluster_avg_brand_strength,cluster_dominant_category,price_high_flag,weak_brand_flag,category_mismatch_flag,low_rating_flag,low_visual_support_flag,short_description_flag,low_review_trust_flag,too_new_product_flag,weakness_reason_codes,weakness_reason_text_ar,context_priority_score,peer_product_ids,peer_names,peer_avg_price,peer_avg_rating,peer_avg_conversion,top_similarity_score,top_peer_product_id,top_peer_name,price_gap_flag,rating_gap_flag,review_gap_flag,image_gap_flag,content_gap_flag,new_product_flag,category_context_flag,contextual_risk_score,contextual_weakness_reason,context_primary_gap,context_secondary_gap
104,قناع وجه كولاجين - اصدار خاص,قناع وجه كولاجين - اصدار خاص,الجمال والعنايه,unknown_subcategory,افينو,146.34,70,13,70,1,1,,False,الجمال والعنايه,3.0,0,1241.0,2023-01-10 19:32:07,قناع وجه كولاجين - اصدار خاص,قناع وجه كولاجين - اصدار خاص,الجمال والعنايه,unknown_subcategory,افينو,146.34,,False,10,3,0,31,10,3,0,3,10,10,3.0,0.0,29,29.0,3.0,10.0,False,4829.22,33,31,0.3,0.0,0.0,1.0,0.3,3.1,1.0,Moderate,-0.3757434025056189,-0.3757434025056189,127.0,127.0,127.0,0.0,6.768778422340422,2.8,19.580645161290324,0.4579851498415753,False,False,False,High,False,True,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.0,0,1241.0,70,13,70,1,4829.22,31,3.0,10,3,0,2024-01-01,2024-12-30,قناع وجه كولاجين - اصدار خاص,0.0,0.3740625644147615,5,31,312.03483870967744,281.44,3.770967741935484,4.451612903225806,5.0,13.64516129032258,14.0,0.0,0.0,1173.7096774193549,1186.0,0.37324573544941014,الجمال والعنايه,0,0,0,1,1,0,1,0,"['low_rating', 'low_visual_support', 'low_review_trust']",تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,5.3999999999999995,199|189|132|160|64,زيت ارغان طبيعي - اصدار خاص|مزيل عرق رول اون - اصدار خاص|عطر رجالي عودي - اصدار خاص|زيت ارغان طبيعي - اصدار خاص|عطر رجالي عودي - اصدار خاص,263.206,3.4200000000000004,2.052142857142857,0.9867745238094339,199,زيت ارغان طبيعي - اصدار خاص,False,True,True,True,False,False,True,5.4,تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,content
105,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,نيو بالانس,250.27,82,15,82,2,2,,False,الرياضه واللياقه,4.6,0,1079.0,2023-06-21 08:32:30,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,نيو بالانس,250.27,,False,10,3,0,24,10,3,0,3,10,10,3.0,0.0,24,24.0,3.0,10.0,False,6256.75,25,24,0.3,0.0,0.0,1.0,0.3,2.4,1.0,Moderate,-0.3997649464377055,-0.3997649464377055,147.0,147.0,147.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.2820307811961897,False,False,False,High,False,True,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.6,0,1079.0,82,15,82,2,6256.75,24,4.6,10,3,0,2024-01-01,2024-12-30,حقيبه رياضيه جيم - اصدار خاص,0.0,0.25522466079003814,1,27,625.2074074074073,278.2,4.074074074074074,3.3703703703703702,3.0,14.518518518518519,15.0,0.0,0.0,1153.7407407407406,1135.0,0.34956374783054484,الرياضه واللياقه,0,1,0,0,1,0,1,0,"['weak_brand', 'low_visual_support', 'low_review_trust']",قوة العلامة التجارية أقل من منافسيه داخل المجموعة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,4.8999999999999995,114|76|110|157|95,حقيبه رياضيه جيم - اصدار خاص|حقيبه رياضيه جيم - اصدار خاص|جهاز قياس ضغط الدم - اصدار خاص|جهاز قياس ضغط الدم - اصدار خاص|كره قدم رسميه فيفا - اصدار خاص,216.19400000000002,4.22,1.6652359508396661,0.9905575016661026,114,حقيبه رياضيه جيم - اصدار خاص,False,False,True,True,False,False,True,4.9,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,content
106,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,وايتبوينت,449.77,80,17,80,2,2,,False,المنزل والمطبخ,2.6,0,1180.0,2023-03-12 09:28:59,فرن كهربايي 60 لتر - اصدار خاص,فرن كهربايي 60 لتر - اصدار خاص,المنزل والمطبخ,unknown_subcategory,وايتبوينت,449.77,,False,14,3,0,27,14,3,0,3,14,14,3.0,0.0,26,26.0,3.0,14.0,False,13043.33,29,27,0.2142857142857142,0.0,0.0,1.0,0.2142857142857142,1.9285714285714288,1.0,Moderate,-0.3618653796637979,-0.3618653796637979,119.0,119.0,119.0,0.0,4.391284662352632,1.9285714285714288,21.80555555555556,0.4391816010256543,False,False,False,High,False,False,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,2.6,0,1180.0,80,17,80,2,13043.33,27,2.6,14,3,0,2024-01-01,2024-12-30,فرن كهربايي 60 لتر - اصدار خاص,0.0,0.08859357106103849,4,32,1416.5046875,1102.21,3.725,4.0625,4.0,14.53125,16.0,0.0,0.0,1150.375,1143.5,0.26748578062704065,المنزل والمطبخ,0,1,0,1,1,0,1,0,"['weak_brand', 'low_rating', 'low_visual_support', 'low_review_trust']",قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,6.3999999999999995,135|70|65|85|82,طقم اواني طهي غرانيت - اصدار خاص|فرن كهربايي 60 لتر - اصدار خاص|مكنسه كهرباييه لاسلكيه - اصدار خاص|ماكينه قهوه اسبريسو - اصدار خاص|مجموعه سكاكين مطبخ - اصدار خاص,827.3060000000002,2.8200000000000003,1.804935064935065,0.9219267450449933,135,طقم اواني طهي غرانيت - اصدار خاص,False,True,True,True,False,False,True,6.4,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,content
107,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,اوبو,5057.62,80,13,80,6,6,,False,الالكترونيات,3.2,0,1132.0,2023-04-29 15:40:02,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,اوبو,5057.62,,False,10,3,0,28,10,3,0,3,10,10,3.0,0.0,27,27.0,3.0,10.0,False,146670.98,29,28,0.3,0.0,0.0,1.0,0.3,2.8,1.0,Moderate,-0.3298240954016361,-0.3298240954016361,108.0,108.0,108.0,0.0,7.961233440029987,1.9,20.12121212121212,0.3517042957089138,False,False,False,High,False,True,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.2,0,1132.0,80,13,80,6,146670.98,28,3.2,10,3,0,2024-01-01,2024-12-30,كاميرا ميرورليس - اصدار خاص,0.030303030303030304,0.0725863681329811,0,27,1979.0025925925927,1613.84,3.7074074074074073,3.925925925925926,4.0,14.37037037037037,15.0,0.0,0.0,1156.7037037037037,1138.0,0.38300357479399344,الالكترونيات,1,1,0,1,0,0,1,0,"['price_high', 'weak_brand', 'low_rating', 'low_review_trust']",السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,6.5,69|177|108|124|147,لابتوب الترا سليم - اصدار خاص|لابتوب الترا سليم - اصدار خاص|كاميرا ميرورليس - اصدار خاص|كاميرا ميرورليس - اصدار خاص|هاتف ذكي برو ماكس - اصدار خاص,4570.844,3.22,1.977827762753392,0.9693689167641977,69,لابتوب الترا سليم - اصدار خاص,True,True,True,False,False,False,True,6.5,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,pricing,trust
108,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,5179.59,85,15,85,2,2,,False,الالكترونيات,3.3,0,1212.0,2023-02-08 15:40:37,كاميرا ميرورليس - اصدار خاص,كاميرا ميرورليس - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,5179.59,,False,19,11,0,34,19,11,0,11,19,19,11.0,0.0,32,32.0,11.0,19.0,False,191644.83,37,34,0.5789473684210527,0.0,0.0,1.0,0.5789473684210527,1.7894736842105263,1.0,Moderate,0.0111495636055273,0.0111495636055273,39.0,39.0,39.0,0.0,7.961233440029987,1.9,20.12121212121212,0.2247734220696066,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.3,0,1212.0,85,15,85,2,191644.83,34,3.3,19,11,0,2024-01-01,2024-12-30,كاميرا ميرورليس - اصدار خاص,0.030303030303030304,0.2216371566152292,0,27,1979.0025925925927,1613.84,3.7074074074074073,3.925925925925926,4.0,14.37037037037037,15.0,0.0,0.0,1156.7037037037037,1138.0,0.38300357479399344,الالكترونيات,1,1,0,1,1,0,1,0,"['price_high', 'weak_brand', 'low_rating', 'low_visual_support', 'low_review_trust']",السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,7.6000000000000005,124|69|147|107|177,كاميرا ميرورليس - اصدار خاص|لابتوب الترا سليم - اصدار خاص|هاتف ذكي برو ماكس - اصدار خاص|كاميرا ميرورليس - اصدار خاص|لابتوب الترا سليم - اصدار خاص,4546.45,3.2,2.179933025911287,0.9747972668547374,124,كاميرا ميرورليس - اصدار خاص,True,True,True,True,False,False,True,7.6,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,pricing,trust
109,قناع وجه كولاجين - اصدار خاص,قناع وجه كولاجين - اصدار خاص,الجمال والعنايه,unknown_subcategory,لوريال,44.98,70,13,70,4,4,,False,الجمال والعنايه,2.8,0,1150.0,2023-04-11 20:15:57,قناع وجه كولاجين - اصدار خاص,قناع وجه كولاجين - اصدار خاص,الجمال والعنايه,unknown_subcategory,لوريال,44.98,,False,7,3,1,31,7,3,1,3,7,7,3.0,1.0,29,29.0,3.0,7.0,False,1439.36,32,31,0.4285714285714285,0.3333333333333333,0.1428571428571428,0.6666666666666667,0.4285714285714285,4.428571428571429,0.6666666666666667,Moderate,0.452880236110886,0.452880236110886,13.0,13.0,13.0,0.1428571428571428,6.768778422340422,2.8,19.580645161290324,0.6542644997736791,True,False,False,High,False,True,False,False,True,متوسط,ظهور أقل من المطلوب,مشاهدات أقل من المطلوب,المنتج لا يحصل على عدد كافٍ من الزيارات خلال الفترة المختارة.,2.8,0,1150.0,70,13,70,4,1439.36,31,2.8,7,3,1,2024-01-01,2024-12-30,قناع وجه كولاجين - اصدار خاص,0.0,0.1642017690771361,5,31,312.03483870967744,281.44,3.770967741935484,4.451612903225806,5.0,13.64516129032258,14.0,0.0,0.0,1173.7096774193549,1186.0,0.37324573544941014,الجمال والعنايه,0,1,0,1,0,0,1,0,"['weak_brand', 'low_rating', 'low_review_trust']",قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,5.3,181|64|78|182|34,عطر رجالي عودي - اصدار خاص|عطر رجالي عودي - اصدار خاص|عطر رجالي عودي - اصدار خاص|سيروم فيتامين سي - اصدار خاص|طقم مكياج احترافي,405.808,3.3600000000000003,3.645994455994456,0.9523228389489045,181,عطر رجالي عودي - اصدار خاص,False,True,True,False,False,False,True,5.3,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | تقييم المنتج أقل من متوسط المنتجات المشابهة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
110,جهاز قياس ضغط الدم - اصدار خاص,جهاز قياس ضغط الدم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,بوما,228.23,86,15,86,4,4,,False,الرياضه واللياقه,4.0,0,1131.0,2023-04-30 17:06:01,جهاز قياس ضغط الدم - اصدار خاص,جهاز قياس ضغط الدم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,بوما,228.23,,False,22,3,0,27,22,3,0,3,22,22,3.0,0.0,26,26.0,3.0,22.0,False,6618.67,29,27,0.1363636363636363,0.0,0.0,1.0,0.1363636363636363,1.2272727272727273,1.0,Moderate,-0.3006810267723852,-0.3006810267723852,92.0,92.0,92.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.1442202858389606,False,False,False,High,False,False,True,True,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.0,0,1131.0,86,15,86,4,6618.67,27,4.0,22,3,0,2024-01-01,2024-12-30,جهاز قياس ضغط الدم - اصدار خاص,0.0,0.2893764093334782,1,27,625.2074074074073,278.2,4.074074074074074,3.3703703703703702,3.0,14.518518518518519,15.0,0.0,0.0,1153.7407407407406,1135.0,0.34956374783054484,الرياضه واللياقه,0,0,0,0,0,0,1,0,['low_review_trust'],عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,2.8,95|76|114|86|159,كره قدم رسميه فيفا - اصدار خاص|حقيبه رياضيه جيم - اصدار خاص|حقيبه رياضيه جيم - اصدار خاص|لباس رياضي ضاغط - اصدار خاص|حصيره يوغا مضاده للانزلاق - اصدار خاص,208.772,4.1,1.8705657191106106,0.9893082693751922,95,كره قدم رسميه فيفا - اصدار خاص,False,False,True,False,False,False,True,2.8,عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
111,مكواه بخاريه احترافيه - اصدار خاص,مكواه بخاريه احترافيه - اصدار خاص,المنزل والمطبخ,unknown_subcategory,وايتبوينت,453.66,77,12,77,6,6,,False,المنزل والمطبخ,3.8,0,1141.0,2023-04-20 07:25:01,مكواه بخاريه احترافيه - اصدار خاص,مكواه بخاريه احترافيه - اصدار خاص,المنزل والمطبخ,unknown_subcategory,وايتبوينت,453.66,,False,8,2,0,25,8,2,0,2,8,8,2.0,0.0,23,23.0,2.0,8.0,False,14063.46,31,25,0.25,0.0,0.0,1.0,0.25,3.125,1.0,Moderate,-0.431919725653995,-0.431919725653995,159.0,159.0,159.0,0.0,4.391284662352632,1.9285714285714288,21.80555555555556,0.7116368535137917,True,False,False,High,False,True,True,False,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.8,0,1141.0,77,12,77,6,14063.46,25,3.8,8,2,0,2024-01-01,2024-12-30,مكواه بخاريه احترافيه - اصدار خاص,0.0,0.08859357106103849,4,32,1416.5046875,1102.21,3.725,4.0625,4.0,14.53125,16.0,0.0,0.0,1150.375,1143.5,0.26748578062704065,المنزل والمطبخ,0,1,0,0,0,0,1,0,"['weak_brand', 'low_review_trust']",قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,3.8,82|176|119|27|65,مجموعه سكاكين مطبخ - اصدار خاص|فرن كهربايي 60 لتر - اصدار خاص|ماكينه قهوه اسبريسو - اصدار خاص|فرن كهربايي 60 لتر|مكنسه كهرباييه لاسلكيه - اصدار خاص,963.482,3.5,1.737586726998492,0.8976562501655649,82,مجموعه سكاكين مطبخ - اصدار خاص,False,False,True,False,False,False,True,3.8,قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
112,شاشه 4K 27 انش - اصدار خاص,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,2651.9,79,15,79,3,3,,False,الالكترونيات,4.9,0,1096.0,2023-06-04 17:08:47,شاشه 4K 27 انش - اصدار خاص,شاشه 4K 27 انش - اصدار خاص,الالكترونيات,unknown_subcategory,ال جي,2651.9,,False,41,13,0,33,41,13,0,13,33,39,13.0,0.0,32,32.0,13.0,32.0,False,98120.3,37,33,0.3170731707317073,0.0,0.0,1.0,0.3170731707317073,0.8461538461538461,1.0,Moderate,0.2253897836838084,0.2253897836838084,26.0,26.0,26.0,0.0,7.961233440029987,1.9,20.12121212121212,0.1062842651867596,False,False,False,High,False,False,True,True,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.9,0,1096.0,79,15,79,3,98120.3,33,4.9,41,13,0,2024-01-01,2024-12-30,شاشه 4K 27 انش - اصدار خاص,0.0,0.2216371566152292,0,27,1979.0025925925927,1613.84,3.7074074074074073,3.925925925925926,4.0,14.37037037037037,15.0,0.0,0.0,1156.7037037037037,1138.0,0.38300357479399344,الالكترونيات,1,1,0,0,0,0,1,0,"['price_high', 'weak_brand', 'low_review_trust']",السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,5.0,90|81|147|102|107,شاشه 4K 27 انش - اصدار خاص|شاشه 4K 27 انش - اصدار خاص|هاتف ذكي برو ماكس - اصدار خاص|تابلت 10 انش - اصدار خاص|كاميرا ميرورليس - اصدار خاص,2968.9199999999996,4.3,2.2945727956254274,0.96068720578532,90,شاشه 4K 27 انش - اصدار خاص,True,False,True,False,False,False,True,5.0,السعر أعلى من المستوى المعتاد داخل المجموعة المنافسة | قوة العلامة التجارية أقل من منافسيه داخل المجموعة | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,pricing,trust
113,كتاب تعلم البرمجه بالعربيه - اصدار خاص,كتاب تعلم البرمجه بالعربيه - اصدار خاص,الكتب والتعليم,unknown_subcategory,اكاديميا,61.24,87,14,87,5,5,,False,الكتب والتعليم,4.1,0,1206.0,2023-02-14 04:25:41,كتاب تعلم البرمجه بالعربيه - اصدار خاص,كتاب تعلم البرمجه بالعربيه - اصدار خاص,الكتب والتعليم,unknown_subcategory,اكاديميا,61.24,,False,28,3,0,28,28,3,0,3,28,26,3.0,0.0,26,26.0,3.0,26.0,False,1775.96,29,28,0.1071428571428571,0.0,0.0,1.0,0.1071428571428571,1.0769230769230769,1.0,Moderate,-0.2465661513054239,-0.2465661513054239,75.0,75.0,75.0,0.0,3.3634956997365264,2.083333333333333,23.17142857142857,0.3201797097607218,False,False,False,High,False,False,True,True,True,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,المنتج يُشاهَد لكنه لا يتحول إلى شراء بالمستوى المطلوب.,4.1,0,1206.0,87,14,87,5,1775.96,28,4.1,28,3,0,2024-01-01,2024-12-30,كتاب تعلم البرمجه بالعربيه - اصدار خاص,0.1111111111111111,0.2655392479978825,3,35,162.01628571428571,132.13,3.834285714285714,4.228571428571429,4.0,12.914285714285715,13.0,0.0,0.0,1150.1714285714286,1147.0,0.27160789955165,الكتب والتعليم,0,0,0,0,0,0,1,0,['low_review_trust'],عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,2.8,51|99|144|171|74,كتاب تعلم البرمجه بالعربيه|مجموعه كتب الطفل التعليميه - اصدار خاص|كتاب تطوير الذات والتحفيز - اصدار خاص|موسوعه التاريخ الاسلامي - اصدار خاص|كتاب الطبخ العربي التقليدي - اصدار خاص,115.24000000000001,3.9400000000000004,2.5416472961353747,0.9000177130615843,51,كتاب تعلم البرمجه بالعربيه,False,False,True,False,False,False,True,2.8,عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,none
114,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,بوما,246.79,82,15,82,2,2,,False,الرياضه واللياقه,4.3,0,1091.0,2023-06-09 13:13:08,حقيبه رياضيه جيم - اصدار خاص,حقيبه رياضيه جيم - اصدار خاص,الرياضه واللياقه,unknown_subcategory,بوما,246.79,,False,22,7,0,35,22,7,0,7,22,22,7.0,0.0,34,34.0,7.0,22.0,False,9624.81,39,35,0.3181818181818182,0.0,0.0,1.0,0.3181818181818182,1.5909090909090908,1.0,Moderate,-0.1566771226897986,-0.1566771226897986,54.0,54.0,54.0,0.0,8.50970943604373,2.117647058823529,17.666666666666668,0.1869522223838378,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,4.3,0,1091.0,82,15,82,2,9624.81,35,4.3,22,7,0,2024-01-01,2024-12-30,حقيبه رياضيه جيم - اصدار خاص,0.0,0.2893764093334782,1,27,625.2074074074073,278.2,4.074074074074074,3.3703703703703702,3.0,14.518518518518519,15.0,0.0,0.0,1153.7407407407406,1135.0,0.34956374783054484,الرياضه واللياقه,0,0,0,0,1,0,1,0,"['low_visual_support', 'low_review_trust']",الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,3.9000000000000004,105|76|110|95|157,حقيبه رياضيه جيم - اصدار خاص|حقيبه رياضيه جيم - اصدار خاص|جهاز قياس ضغط الدم - اصدار خاص|كره قدم رسميه فيفا - اصدار خاص|جهاز قياس ضغط الدم - اصدار خاص,216.89000000000001,4.279999999999999,1.8270541326578478,0.9905575016661026,105,حقيبه رياضيه جيم - اصدار خاص,False,False,True,True,False,False,True,3.9,الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,content
115,شاحن لاسلكي سريع - اصدار خاص,شاحن لاسلكي سريع - اصدار خاص,الالكترونيات,unknown_subcategory,ابل,131.51,86,16,86,2,2,,False,الالكترونيات,3.6,0,1170.0,2023-03-22 04:32:00,شاحن لاسلكي سريع - اصدار خاص,شاحن لاسلكي سريع - اصدار خاص,الالكترونيات,unknown_subcategory,ابل,131.51,,False,18,5,0,28,18,5,0,5,18,16,5.0,0.0,28,28.0,5.0,16.0,False,4339.83,33,28,0.2777777777777778,0.0,0.0,1.0,0.2777777777777778,1.75,1.0,Moderate,-0.2676194196593163,-0.2676194196593163,81.0,81.0,81.0,0.0,7.961233440029987,1.9,20.12121212121212,0.2198151848180711,False,False,False,High,False,False,True,False,False,متوسط,انسحاب مرتفع بعد الإضافة للسلة,انسحاب مرتفع بعد الإضافة للسلة,هناك اهتمام واضح بالمنتج لكن جزءًا من العملاء لا يكمل الشراء بعد الإضافة للسلة.,3.6,0,1170.0,86,16,86,2,4339.83,28,3.6,18,5,0,2024-01-01,2024-12-30,شاحن لاسلكي سريع - اصدار خاص,0.06060606060606061,0.5262419688323299,0,27,1979.0025925925927,1613.84,3.7074074074074073,3.925925925925926,4.0,14.37037037037037,15.0,0.0,0.0,1156.7037037037037,1138.0,0.38300357479399344,الالكترونيات,0,0,0,0,1,0,1,0,"['low_visual_support', 'low_review_trust']",الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,3.9000000000000004,126|75|161|174|141,شاحن لاسلكي سريع - اصدار خاص|تابلت 10 انش - اصدار خاص|شاحن لاسلكي سريع - اصدار خاص|تابلت 10 انش - اصدار خاص|ساعه ذكيه سبورت - اصدار خاص,502.302,3.56,1.5209343434343434,0.9527460509739032,126,شاحن لاسلكي سريع - اصدار خاص,False,False,True,True,False,False,True,3.9,الدعم البصري أضعف من المنافسين من حيث عدد الصور | عدد المراجعات أقل من المنتجات المشابهة مما يضعف الثقة,trust,content
